vuln_id,severity_raw,ip,instance_id,hostname,port,component,affected_version,cvss_score,cvss_vector,description,references,title,fix_version,published_date,epss_score,kev_flag,exploit_exists,exploit_count,asset_id,inferred_role,exposure_score,environment,cloud_type,dependency_level,dependency_score,asset_criticality_score,first_seen,last_seen,priority_score,priority_level,fix_available
CVE-2022-24999,HIGH,10.77.11.23,,dns-core.internal,,qs,6.7.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,qs vulnerable to Prototype Pollution,"['https://nvd.nist.gov/vuln/detail/CVE-2022-24999', 'https://github.com/ljharb/qs/pull/428', 'https://github.com/n8tz/CVE-2022-24999', 'https://github.com/ljharb/qs/commit/4310742efbd8c03f6495f07906b45213da0a32ec', 'https://github.com/ljharb/qs/commit/727ef5d34605108acb3513f72d5435972ed15b68', 'https://github.com/ljharb/qs/commit/73205259936317b40f447c5cdb71c5b341848e1b', 'https://github.com/ljharb/qs/commit/8b4cc14cda94a5c89341b77e5fe435ec6c41be2d', 'https://github.com/ljharb/qs/commit/ba24e74dd17931f825adb52f5633e48293b584e1', 'https://github.com/ljharb/qs/commit/e799ba57e573a30c14b67c1889c7c04d508b9105', 'https://github.com/ljharb/qs/commit/ed0f5dcbef4b168a8ae299d78b1e4a2e9b1baf1f', 'https://github.com/ljharb/qs/commit/f945393cfe442fe8c6e62b4156fd35452c0686ee', 'https://github.com/ljharb/qs/commit/fc3682776670524a42e19709ec4a8138d0d7afda', 'https://github.com/expressjs/express/releases/tag/4.17.3', 'https://lists.debian.org/debian-lts-announce/2023/01/msg00039.html', 'https://security.netapp.com/advisory/ntap-20230908-0005']","CVE-2022-24999: qs before 6.10.3, as used in Express before 4.17.3 and other products, allows...",6.2.4,26-11-2022,0.01543,0,0,0,47a1999d-8d35-4932-a6b0-c08a876b62d7,MANAGEMENT,0.5,PROD,NONE,CRITICAL,1.0,0.75,52:26.1,2026-06-16T04:53:49.070884+00:00,4.28,MEDIUM,1
CVE-2022-24303,HIGH,10.77.11.24,,backup-storage.internal,,pillow,5.4.1,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,Path traversal in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2022-24303', 'https://github.com/python-pillow/Pillow/commit/427221ef5f19157001bf8b1ad7cfe0b905ca8c26', 'https://pillow.readthedocs.io/en/stable/releasenotes/9.0.1.html#security', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2022-168.yaml', 'https://security.gentoo.org/glsa/202211-10', 'https://github.com/python-pillow/Pillow/pull/6010', 'https://github.com/python-pillow/Pillow/commit/10c4f75aaa383bd9671e923e3b91d391ea12d781', 'https://github.com/python-pillow/Pillow/commit/143032103c9f2d55a0a7960bd3e630cb72549e8a', 'https://github.com/python-pillow/Pillow/blob/e8ab5640774716c5486d3cb05167f74f742ad6ef/CHANGES.rst?plain=1#L1172', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/W4ZUXPKEX72O3E5IHBPVY5ZCPMJ4GHHV', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XR6UP2XONXOVXI4446VY72R63YRO2YTP', 'https://github.com/python-pillow/Pillow/pull/3450']",CVE-2022-24303: Pillow before 9.0.1 allows attackers to delete files because spaces in tempor...,9.0.1,28-03-2022,0.02197,0,0,0,565486e9-a623-4ca2-89c0-d359fbd7c6c9,STORAGE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,4.39,MEDIUM,1
CVE-2022-0155,HIGH,10.77.11.25,,monitoring-server.internal,,follow-redirects,1.5.10,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Exposure of sensitive information in follow-redirects,"['https://nvd.nist.gov/vuln/detail/CVE-2022-0155', 'https://github.com/follow-redirects/follow-redirects/commit/8b347cbcef7c7b72a6e9be20f5710c17d6163c22', 'https://huntr.dev/bounties/fc524e4b-ebb6-427d-ab67-a64181020406', 'https://cert-portal.siemens.com/productcert/pdf/ssa-637483.pdf']",CVE-2022-0155: follow-redirects is vulnerable to Exposure of Private Personal Information to...,1.14.7,10-01-2022,0.01302,0,0,0,9bf5097d-b003-4441-8e99-a0f4189fe4b1,MONITORING,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,3.1,LOW,1
CVE-2019-19911,HIGH,10.77.11.26,,dev-sandbox.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Uncontrolled Resource Consumption in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2019-19911', 'https://github.com/python-pillow/Pillow/commit/774e53bb132461d8d5ebefec1162e29ec0ebc63d', 'https://github.com/python-pillow/Pillow/blob/master/CHANGES.rst#622-2020-01-02', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.2.html', 'https://www.debian.org/security/2020/dsa-4631', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-172.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/3DUMIBUYGJRAVJCTFUWBRLVQKOUTVX5P', 'https://usn.ubuntu.com/4272-1']",CVE-2019-19911: There is a DoS vulnerability in Pillow before 6.2.2 caused by FpxImagePlugin....,6.2.2,05-01-2020,0.0096,0,0,0,dee412a1-f444-4471-8183-c792d8242471,DATABASE,0.5,NON_PROD,NONE,MEDIUM,0.5,0.5,52:26.1,2026-06-16T04:53:49.070884+00:00,3.64,LOW,1
CVE-2023-50447,CRITICAL,10.77.11.28,,public-api-gateway.internal,,pillow,5.4.1,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Arbitrary Code Execution in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2023-50447', 'https://github.com/python-pillow/Pillow/commit/45c726fd4daa63236a8f3653530f297dc87b160a', 'https://pillow.readthedocs.io/en/stable/releasenotes/10.2.0.html#security', 'http://www.openwall.com/lists/oss-security/2024/01/20/1', 'https://github.com/python-pillow/Pillow/releases', 'https://lists.debian.org/debian-lts-announce/2024/01/msg00019.html', 'https://devhub.checkmarx.com/cve-details/CVE-2023-50447', 'https://duartecsantos.github.io/2023-01-02-CVE-2023-50447', 'https://duartecsantos.github.io/2024-01-02-CVE-2023-50447']",CVE-2023-50447: Pillow through 10.1.0 allows PIL.ImageMath.eval Arbitrary Code Execution via ...,<= 10.1.0,19-01-2024,0.00754,0,0,0,4add5871-c206-4cb1-b9e7-53cfc01e7fb6,API,0.8,UNKNOWN,NONE,HIGH,0.75,0.78,52:26.1,2026-06-16T04:53:49.070884+00:00,4.49,MEDIUM,1
CVE-2020-5310,CRITICAL,10.110.172.27,,fraud-detection-api.internal,,pillow,5.4.1,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Integer overflow in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-5310', 'https://github.com/python-pillow/Pillow/commit/4e2def2539ec13e53a82e06c4b3daf00454100c4', 'https://github.com/pypa/advisory-db/blob/7872b0a91b4d980f749e6d75a81f8cc1af32829f/vulns/pillow/PYSEC-2020-81.yaml', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.2.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-81.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2MMU3WT2X64GS5WHDPKKC2WZA7UIIQ3A', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/3DUMIBUYGJRAVJCTFUWBRLVQKOUTVX5P', 'https://usn.ubuntu.com/4272-1']",CVE-2020-5310: libImaging/TiffDecode.c in Pillow before 6.2.2 has a TIFF decoding integer ov...,6.2.2,03-01-2020,0.00608,0,0,0,ca8aa494-fa92-4695-bcf1-a2704ee1afcc,fraud_detection_api,0.5,prod,azure,critical,1.0,0.75,04-07-2022 11:54,2026-06-16T04:53:49.070884+00:00,5.09,MEDIUM,1
CVE-2018-1000656,HIGH,10.134.91.130,,,,flask,0.12.0,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Flask is vulnerable to Denial of Service via incorrect encoding of JSON data,"['https://nvd.nist.gov/vuln/detail/CVE-2018-1000656', 'https://github.com/pallets/flask/pull/2691', 'https://github.com/pallets/flask/releases/tag/0.12.3', 'https://lists.debian.org/debian-lts-announce/2019/08/msg00025.html', 'https://github.com/pallets/flask/commit/b178e89e4456e777b1a7ac6d7199052d0dfdbbbe', 'https://github.com/pypa/advisory-database/tree/main/vulns/flask/PYSEC-2018-66.yaml', 'https://security.netapp.com/advisory/ntap-20190221-0001', 'https://usn.ubuntu.com/4378-1']",CVE-2018-1000656: The Pallets Project flask version Before 0.12.3 contains a CWE-20: Improper I...,0.12.3,20-08-2018,0.00644,0,0,0,34581812-a35e-4c0a-b576-64331cdce4cf,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,3.34,LOW,1
CVE-2021-25291,HIGH,10.57.12.190,i-05ed25,payment-db.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Out of bounds read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25291', 'https://github.com/python-pillow/Pillow/commit/cbdce6c5d054fccaf4af34b47f212355c64ace7a', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/8b8076bdcb3815be0ef0d279651d8d1342b8ea61', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-37.yaml']","CVE-2021-25291: An issue was discovered in Pillow before 8.1.1. In TiffDecode.c, there is an ...",8.1.1,19-03-2021,0.00459,0,0,0,4effa8e8-92bb-47bb-a776-7ec04d03d8fe,payment_db,0.5,prod,aws,critical,1.0,0.75,05-04-2022 23:06,2026-06-16T04:53:49.070884+00:00,4.76,MEDIUM,1
CVE-2020-5313,HIGH,10.57.12.191,i-09af73,invoice-service.internal,,pillow,5.4.1,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H,Out-of-bounds Read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-5313', 'https://github.com/python-pillow/Pillow/commit/a09acd0decd8a87ccce939d5ff65dab59e7d365b', 'https://github.com/python-pillow/Pillow/blob/master/CHANGES.rst#622-2020-01-02', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.2.html', 'https://www.debian.org/security/2020/dsa-4631', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-84.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2MMU3WT2X64GS5WHDPKKC2WZA7UIIQ3A', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/3DUMIBUYGJRAVJCTFUWBRLVQKOUTVX5P', 'https://usn.ubuntu.com/4272-1']",CVE-2020-5313: libImaging/FliDecode.c in Pillow before 6.2.2 has an FLI buffer overflow.,6.2.2,03-01-2020,0.00571,0,0,0,f90c764f-3161-4743-bd40-9cb2f7810b2a,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.86,LOW,1
CVE-2024-28849,MEDIUM,10.110.172.99,,customer-portal.internal,,follow-redirects,1.5.10,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,follow-redirects' Proxy-Authorization header kept across hosts,"['https://github.com/follow-redirects/follow-redirects/security/advisories/GHSA-cxjh-pqwp-8mfp', 'https://github.com/follow-redirects/follow-redirects/commit/c4f847f85176991f95ab9c88af63b1294de8649b', 'https://fetch.spec.whatwg.org/#authentication-entries', 'https://nvd.nist.gov/vuln/detail/CVE-2024-28849', 'https://github.com/psf/requests/issues/1885', 'https://hackerone.com/reports/2390009', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VOIF4EPQUCKDBEVTGRQDZ3CGTYQHPO7Z']","CVE-2024-28849: follow-redirects is an open source, drop-in replacement for Node's `http` and...",1.15.6,14-03-2024,0.01077,0,0,0,440015ba-b0c7-4722-a16f-1ba9d1ff05b9,WEB,0.5,PROD,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.72,LOW,1
CVE-2021-23337,HIGH,10.200.50.15,,hr-db.internal,,lodash,4.17.4,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,Command Injection in lodash,"['https://nvd.nist.gov/vuln/detail/CVE-2021-23337', 'https://github.com/lodash/lodash/commit/3469357cff396a26c363f8c1b5a91dde28ba4b1c', 'https://snyk.io/vuln/SNYK-JS-LODASH-1040724', 'https://github.com/lodash/lodash/blob/ddfd9b11a0126db2302cb70ec9973b66baec0975/lodash.js#L14851', 'https://snyk.io/vuln/SNYK-JAVA-ORGFUJIONWEBJARS-1074932', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-1074930', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWER-1074928', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBLODASH-1074931', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-1074929', 'https://www.oracle.com//security-alerts/cpujul2021.html', 'https://www.oracle.com/security-alerts/cpuoct2021.html', 'https://www.oracle.com/security-alerts/cpujan2022.html', 'https://www.oracle.com/security-alerts/cpujul2022.html', 'https://cert-portal.siemens.com/productcert/pdf/ssa-637483.pdf', 'https://security.netapp.com/advisory/ntap-20210312-0006', 'https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2021-23337.yml']",CVE-2021-23337: Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the ...,4.17.21,15-02-2021,0.02399,0,0,0,313a9a4c-c756-4194-abd6-42a95984a06e,DATABASE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.92,LOW,1
CVE-2021-27923,HIGH,10.45.78.10,i-0ff782,,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Pillow Denial of Service by Uncontrolled Resource Consumption,"['https://nvd.nist.gov/vuln/detail/CVE-2021-27923', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/756fff33128a0b643d10518a26ad04b726dd8973', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S7G44Z33J4BNI2DPDROHWGVG2U7ZH5JU', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-42.yaml', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.2.html', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/S7G44Z33J4BNI2DPDROHWGVG2U7ZH5JU', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html']",CVE-2021-27923: Pillow before 8.1.2 allows attackers to cause a denial of service (memory con...,8.1.1,03-03-2021,0.00418,0,0,0,d76f1270-0b00-4956-b445-9567aa390d94,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,3.33,LOW,1
CVE-2021-27921,HIGH,,,reporting-api.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Pillow Denial of Service by Uncontrolled Resource Consumption,"['https://nvd.nist.gov/vuln/detail/CVE-2021-27921', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/756fff33128a0b643d10518a26ad04b726dd8973', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S7G44Z33J4BNI2DPDROHWGVG2U7ZH5JU', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-40.yaml', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.2.html', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/S7G44Z33J4BNI2DPDROHWGVG2U7ZH5JU', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html']",CVE-2021-27921: Pillow before 8.1.2 allows attackers to cause a denial of service (memory con...,8.1.1,03-03-2021,0.00418,0,0,0,89cd0d5f-7dd3-419e-a441-0e653438e51c,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.96,LOW,1
CVE-2021-34552,CRITICAL,10.88.44.77,,,,pillow,5.4.1,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Buffer Overflow in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-34552', 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.3.0.html#buffer-overflow', 'https://pillow.readthedocs.io/en/stable/releasenotes/index.html', 'https://github.com/python-pillow/Pillow/pull/5567', 'https://security.gentoo.org/glsa/202211-10', 'https://github.com/python-pillow/Pillow/commit/31c473898c29d1b7cb6555ce67d9503a4906b83f', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-331.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/7V6LCG525ARIX6LX5QRYNAWVDD2MD2SV', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VUGBBT63VL7G4JNOEIPDJIOC34ZFBKNJ']",CVE-2021-34552: Pillow through 8.2.0 and PIL (aka Python Imaging Library) through 1.1.7 allow...,<= 1.1.7,13-07-2021,0.00337,0,0,0,e757e8b1-1a9a-459e-a573-816d85820464,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,3.91,LOW,1
CVE-2019-1010083,HIGH,10.77.11.22,,bastion-host.internal,,flask,0.12.0,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Pallets Project Flask is vulnerable to Denial of Service via Unexpected memory usage,"['https://nvd.nist.gov/vuln/detail/CVE-2019-1010083', 'https://github.com/pypa/advisory-database/tree/main/vulns/flask/PYSEC-2019-179.yaml', 'https://www.palletsprojects.com/blog/flask-1-0-released']",CVE-2019-1010083: The Pallets Project Flask before 1.0 is affected by: unexpected memory usage....,1,17-07-2019,0.00469,0,0,0,869a7f56-6060-4309-b78c-49cf4bd6020e,MANAGEMENT,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.96,LOW,1
CVE-2024-43800,LOW,10.77.11.23,,dns-core.internal,,serve-static,1.14.1,5.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,serve-static vulnerable to template injection that can lead to XSS,"['https://github.com/expressjs/serve-static/security/advisories/GHSA-cm22-4g7w-348p', 'https://nvd.nist.gov/vuln/detail/CVE-2024-43800', 'https://github.com/expressjs/serve-static/commit/0c11fad159898cdc69fd9ab63269b72468ecaf6b', 'https://github.com/expressjs/serve-static/commit/ce730896fddce1588111d9ef6fdf20896de5c6fa']",CVE-2024-43800: serve-static serves static files. serve-static passes untrusted user input - ...,1.16.0,10-09-2024,0.00919,0,0,0,47a1999d-8d35-4932-a6b0-c08a876b62d7,MANAGEMENT,0.5,PROD,NONE,CRITICAL,1.0,0.75,52:26.1,2026-06-16T04:53:49.070884+00:00,3.64,LOW,1
CVE-2020-10994,HIGH,10.77.11.24,,backup-storage.internal,,pillow,5.4.1,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Out-of-bounds reads in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-10994', 'https://github.com/python-pillow/Pillow/pull/4505', 'https://github.com/python-pillow/Pillow/pull/4538', 'https://github.com/python-pillow/Pillow/commit/ff60894d697d1992147b791101ad53a8bf1352e4', 'https://github.com/python-pillow/Pillow/blob/master/docs/releasenotes/7.1.0.rst#security', 'https://pillow.readthedocs.io/en/stable/releasenotes/7.1.0.html', 'https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574575', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-79.yaml', 'https://github.com/python-pillow/Pillow/commits/master/src/libImaging', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BEBCPE4F2VHTIT6EZA2YZQZLPVDEBJGD', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HOKHNWV2VS5GESY7IBD237E7C6T3I427', 'https://pillow.readthedocs.io/en/stable/releasenotes', 'https://usn.ubuntu.com/4430-1', 'https://usn.ubuntu.com/4430-2']","CVE-2020-10994: In libImaging/Jpeg2KDecode.c in Pillow before 7.1.0, there are multiple out-o...",7.1.0,25-06-2020,0.00424,0,0,0,565486e9-a623-4ca2-89c0-d359fbd7c6c9,STORAGE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.46,LOW,1
CVE-2021-28676,HIGH,10.77.11.25,,monitoring-server.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Potential infinite loop in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-28676', 'https://github.com/python-pillow/Pillow/pull/5377', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28676-fix-fli-dos', 'https://security.gentoo.org/glsa/202107-33', 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html', 'https://github.com/python-pillow/Pillow/commit/bb6c11fb889e6c11b0ee122b828132ee763b5856', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-92.yaml']","CVE-2021-28676: An issue was discovered in Pillow before 8.2.0. For FLI data, FliDecode did n...",8.2.0,02-06-2021,0.00398,0,0,0,9bf5097d-b003-4441-8e99-a0f4189fe4b1,MONITORING,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,3.33,LOW,1
CVE-2020-10379,HIGH,10.77.11.26,,dev-sandbox.internal,,pillow,5.4.1,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Buffer overflow in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-10379', 'https://github.com/python-pillow/Pillow/pull/4538', 'https://github.com/python-pillow/Pillow/commit/46f4a349b88915787fea3fb91348bb1665831bbb#diff-9478f2787e3ae9668a15123b165c23ac', 'https://github.com/python-pillow/Pillow/commits/master/src/libImaging', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.3.html', 'https://pillow.readthedocs.io/en/stable/releasenotes/7.1.0.html', 'https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574577', 'https://github.com/python-pillow/Pillow/issues/4750', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-78.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BEBCPE4F2VHTIT6EZA2YZQZLPVDEBJGD', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HOKHNWV2VS5GESY7IBD237E7C6T3I427', 'https://usn.ubuntu.com/4430-2']","CVE-2020-10379: In Pillow before 7.1.0, there are two Buffer Overflows in libImaging/TiffDeco...",7.1.0,25-06-2020,0.0036,0,0,0,dee412a1-f444-4471-8183-c792d8242471,DATABASE,0.5,NON_PROD,NONE,MEDIUM,0.5,0.5,52:26.1,2026-06-16T04:53:49.070884+00:00,3.71,LOW,1
CVE-2021-25287,HIGH,10.77.11.28,,public-api-gateway.internal,,pillow,5.4.1,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,Out-of-bounds Read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25287', 'https://github.com/python-pillow/Pillow/pull/5377#issuecomment-833821470', 'https://github.com/python-pillow/Pillow/pull/5377/commits/3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-25287-cve-2021-25288-fix-oob-read-in-jpeg2kdecode', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-137.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL']",CVE-2021-25287: An issue was discovered in Pillow before 8.2.0. There is an out-of-bounds rea...,8.2.0,02-06-2021,0.00343,0,0,0,4add5871-c206-4cb1-b9e7-53cfc01e7fb6,API,0.8,UNKNOWN,NONE,HIGH,0.75,0.78,52:26.1,2026-06-16T04:53:49.070884+00:00,4.73,MEDIUM,1
